title,article
China’s Dalian Wanda Plans Singapore REIT Listing," Chinese conglomerate Dalian Wanda Group is planning to list a real-estate business in Singapore, in a deal that could value that collection of properties at more than $1 billion, people with knowledge of the matter said.  Dalian Wanda is owned by one of China’s richest men, Wang Jianlin. His company owns shopping malls, plazas and hotels in China, as well as cinema chains in the U.S., Australia and Northern Europe, and British luxury motor-yacht maker Sunseeker International. ...   "
,"  The S&P 500 surged to a record Thursday, as major indexes rallied this past week after the Federal Reserve hinted Wednesday of possible interest-rate cuts if the economic outlook doesn’t improve.    The Dow Jones Industrial Average gained 2.4% to 26,719.13 on the week. The S&P 500 added 2.2%, closing at 2,950.46, and the Nasdaq Composite rose 3% to 8,031.71.   ...   "
," Shares of small companies are typically touted as safe havens when turmoil swirls outside of the U.S.—but these days, investors aren’t piling in. Companies in the Russell 2000, the small-cap benchmark index, earn more of their revenues domestically than larger peers. But even as tensions between the U.S. and China and other trade partners flared this spring, the Russell 2000 remains a laggard. In the past 12 months, the Russell 2000 has lost 8.5%, compared to the S&P 500’s 7.2% rise. Micro-cap stocks are faring even worse--the...   "
"Tyson Foods, Boeing, Slack: Stocks That Defined The Week","  The S&P 500 surged to a record Thursday, as major indexes rallied this past week after the Federal Reserve hinted Wednesday of possible interest-rate cuts if the economic outlook doesn’t improve.    The Dow Jones Industrial Average gained 2.4% to 26,719.13 on the week. The S&P 500 added 2.2%, closing at 2,950.46, and the Nasdaq Composite rose 3% to 8,031.71.   ...   "
," U.S. stocks drifted higher in quiet trading Monday, buoyed by broad gains across most sectors.  The Dow Jones Industrial Average rose 50 points, or 0.2%, to 26769. The S&P 500 added 0.1% and the Nasdaq Composite gained 0.1%.  Stocks have rallied in recent weeks and the S&P 500 is on course for its best June in decades as central banks...   "
, Cruise operator Carnival Corp. was the worst performer in the S&P 500 on Thursday. One little-noticed culprit: Brexit. The U.K.’s on-again-off-again exit from the European Union has rattled the region’s economy and put consumers there on edge. That makes it tougher for Carnival to attract local customers to those cruise routes....   
"Wait, Where Did Our New Hire Go?", Cruise operator Carnival Corp. was the worst performer in the S&P 500 on Thursday. One little-noticed culprit: Brexit. The U.K.’s on-again-off-again exit from the European Union has rattled the region’s economy and put consumers there on edge. That makes it tougher for Carnival to attract local customers to those cruise routes....   
," The S&P 500 surged to its first record close since April, underscoring confidence on Wall Street that the U.S. economy and global markets remain healthy despite a fresh tumble in bond yields around the world. The yield on the 10-year U.S. Treasury note slipped below 2% Thursday for the first time since late 2016, hitting 1.99% early in the morning in Asia and touching that level several times in New York trading before closing at 2.001%. Yields remained near all-time lows in Germany and France, reflecting rising bond prices....   "
," Investors are betting that Facebook Inc.’s efforts to create a blockchain-based payments system won’t threaten credit-card companies’ winning streak. Shares of Mastercard Inc. recovered most of their early losses to finish less than 0.2% lower on Tuesday, while Visa Inc.’s stock had a similar showing, slipping 0.2% after the social-networking company announced plans to launch a cryptocurrency called Libra next year. Facebook’s...   "
"U.S. Stocks Surge, Bond Yields Slip"," U.S. stocks rallied on Tuesday after President Donald Trump signaled that trade talks with China had taken a turn for the better. The Dow Jones Industrial Average rose 353.01 points, or 1.4%, to 26465.54. The S&P 500 advanced 28.08 points, or 1%, to 2917.75, while the Nasdaq Composite climbed 108.86 points, or 1.4%, to 7953.88. Stocks...   "
," U.S. stocks notched a banner week, fueled by a signal from the Federal Reserve that it could cut short-term rates in the months ahead if economic conditions worsen. The Dow Jones Industrial Average briefly flirted with record territory on Friday before turning negative in the last half-hour of trading. For the week, all three major U.S. stock indexes gained at least 2.2%, with the S&P 500 hitting its first record close since April. Bond prices rose, pushing 10-year Treasury yields down to 2% for the first time since 2016....   "
," Joe Lonsdale, a co-founder of Palantir Technologies Inc., poured cold water on speculation about the business’s initial public offering The 16-year-old data analysis company is likely years away from going public, said Mr. Lonsdale, who also serves as an adviser to the company but isn’t involved in Palantir’s day-to-day operations.  “I’d love...   "
S&P 500 Hits Record Close After Fed Hints of Interest-Rate Cut," The S&P 500 surged to its first record close since April, underscoring confidence on Wall Street that the U.S. economy and global markets remain healthy despite a fresh tumble in bond yields around the world. The yield on the 10-year U.S. Treasury note slipped below 2% Thursday for the first time since late 2016, hitting 1.99% early in the morning in Asia and touching that level several times in New York trading before closing at 2.001%. Yields remained near all-time lows in Germany and France, reflecting rising bond prices....   "
Palantir Co-Founder Says IPO for Company Likely Years Away," Joe Lonsdale, a co-founder of Palantir Technologies Inc., poured cold water on speculation about the business’s initial public offering The 16-year-old data analysis company is likely years away from going public, said Mr. Lonsdale, who also serves as an adviser to the company but isn’t involved in Palantir’s day-to-day operations.  “I’d love...   "
